"Symbol","Scientific.Name","Common.Name","BPS_MODEL","SWOPAG","Blue.Book.Plant.Association","P.A.Blue.Book.PAG.Name","Plant.Association","PAG.Name"
"PIPO","Pinus ponderosa","Ponderosa pine","10480_29",NA,NA,NA,NA,NA
"PIGL","Picea glauca","White spruce","10480_29",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10490_16_22",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","10490_16_22",NA,NA,NA,NA,NA
"JUOS","Juniperus osteosperma","Utah juniper","10490_16_22",NA,NA,NA,NA,NA
"ARNO4","Artemisia nova","Black sagebrush","10490_16_22",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big sagebrush","10490_16_22",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","10490_16_22",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","10490_16_22",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","10490_16_22",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"JUOS","Juniperus osteosperma","Utah juniper","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"ARNO4","Artemisia nova","Black sagebrush","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big sagebrush","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"LEKI2","Leucopoa kingii","Spike fescue","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"POSE","Poa secunda","Sandberg bluegrass","10490_19_20_21_23_28_29",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10500_16_23_28",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10500_16_23_28",NA,NA,NA,NA,NA
"VAMYO","Vaccinium myrtillus var. oreophilum","Whortleberry","10500_16_23_28",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10500_16_23_28",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10500_16_23_28",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10500_18",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10500_18",NA,NA,NA,NA,NA
"VAMYO","Vaccinium myrtillus var. oreophilum","Whortleberry","10500_18",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10500_18",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10500_18",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10500_22",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10500_22",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10500_22",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10500_22",NA,NA,NA,NA,NA
"ARCO9","Arnica cordifolia","Heartleaf arnica","10500_22",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10500_22",NA,NA,NA,NA,NA
"CAGE2","Carex geyeri","Geyer's sedge","10500_22",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10510_15_16_17_22_23_24_25",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10510_15_16_17_22_23_24_25",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10510_15_16_17_22_23_24_25",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10510_15_16_17_22_23_24_25",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","10510_15_16_17_22_23_24_25",NA,NA,NA,NA,NA
"CAGA3","Carex garberi","Elk sedge","10510_15_16_17_22_23_24_25",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10510_18_21",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10510_18_21",NA,NA,NA,NA,NA
"CAGA3","Carex garberi","Elk sedge","10510_18_21",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","10510_18_21",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10510_18_21",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10510_18_21",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10510_18_21",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10510_27",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10510_27",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10510_27",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10510_27",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10510_27",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10510_28",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10510_28",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10510_28",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10510_28",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10510_29",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10510_29",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10510_29",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10510_29",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","10510_29",NA,NA,NA,NA,NA
"CAGA3","Carex garberi","Elk sedge","10510_29",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10510_6",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10510_6",NA,NA,NA,NA,NA
"CAGA3","Carex garberi","Elk sedge","10510_6",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","10510_6",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10510_6",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10510_6",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_12",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10520_12",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10520_12",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_12",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_13",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10520_13",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10520_13",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10520_13",NA,NA,NA,NA,NA
"PILO","Pinus longaeva","Great basin bristlecone pine","10520_13",NA,NA,NA,NA,NA
"CELEI4","Cercocarpus ledifolius var. intermontanus","Curl-leaf mountain mahogany","10520_13",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","10520_13",NA,NA,NA,NA,NA
"RIBES","Ribes","Currant","10520_13",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10520_15",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_15",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10520_16_23_24",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_16_23_24",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_17",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10520_17",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10520_17",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_17",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_18",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10520_18",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10520_18",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_18",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10520_18",NA,NA,NA,NA,NA
"AGBR","Agastache breviflora","Transpecos giant hyssop","10520_18",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_21",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10520_21",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10520_21",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_21",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10520_21",NA,NA,NA,NA,NA
"AGBR","Agastache breviflora","Transpecos giant hyssop","10520_21",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10520_25",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_25",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10520_27",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_27",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10520_27",NA,NA,NA,NA,NA
"PIPU","Picea pungens","Blue spruce","10520_27",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10520_27",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10520_27",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10520_28",NA,NA,NA,NA,NA
"POTR","Poa tracyi","Tracy's bluegrass","10520_28",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10520_28",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10520_28",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10520_28",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10520_28",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10520_28",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10520_28",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10530_10_19",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","10530_10_19",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","10530_10_19",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","10530_10_19",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10531_1_7_8_9",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","10531_1_7_8_9",NA,NA,NA,NA,NA
"ARPA","Arctostaphylos patula","Greenleaf manzanita","10531_1_7_8_9",NA,NA,NA,NA,NA
"CEVE","Ceanothus velutinus","Snowbrush ceanothus","10531_1_7_8_9",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","10531_1_7_8_9",NA,NA,NA,NA,NA
"AMAL2","Amelanchier alnifolia","Serviceberry","10531_1_7_8_9",NA,NA,NA,NA,NA
"SYAL","Symphoricarpos albus","Common snowberry","10531_1_7_8_9",NA,NA,NA,NA,NA
"CAGE","Carex geyerii","Elk sedge","10531_1_7_8_9",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","10531_1_7_8_9",NA,NA,NA,NA,NA
"STOC","Stipa occidentalis","Western needlegrass","10531_1_7_8_9",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10532_7_9",NA,NA,NA,NA,NA
"ARAR","Artemisia arbuscular","Low Sagebrush","10532_7_9",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big Sagebrush","10532_7_9",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Bitterbrush","10532_7_9",NA,NA,NA,NA,NA
"CELE3","Cercocarpus ledifolius","Curl-leaf Mtn. Mahogany","10532_7_9",NA,NA,NA,NA,NA
"JUOC","Juniperus occidentalis","Western juniper","10532_7_9",NA,NA,NA,NA,NA
"POSA3","Poa sandbergii","Sandberg’s bluegrass","10532_7_9",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_13_14",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10540_13_14",NA,NA,NA,NA,NA
"PIFL","Pieris floribunda","Mountain fetterbush","10540_13_14",NA,NA,NA,NA,NA
"ARPU","Arabis puberula","Silver rockcress","10540_13_14",NA,NA,NA,NA,NA
"SYLO","Symphoricarpos longiflorus","Desert snowberry","10540_13_14",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","10540_13_14",NA,NA,NA,NA,NA
"POFE","Poa fendleriana","Muttongrass","10540_13_14",NA,NA,NA,NA,NA
"CELEI4","Cercocarpus ledifolius var. intermontanus","Curl-leaf mountain mahogany","10540_13_14",NA,NA,NA,NA,NA
"PIPOS","Pinus ponderosa var. scopulorum","Ponderosa pine","10540_15_25",NA,NA,NA,NA,NA
"QUGA","Quercus gambelii","Gambel oak","10540_15_25",NA,NA,NA,NA,NA
"MUMO","Muhlenbergia montana","Mountain muhly","10540_15_25",NA,NA,NA,NA,NA
"BOGR","Boerhavia gracillima","Slimstalk spiderling","10540_15_25",NA,NA,NA,NA,NA
"FEAR2","Festuca arizonica","Arizona fescue","10540_15_25",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_16_23_24",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","10540_16_23_24",NA,NA,NA,NA,NA
"QUGA","Quercus gambelii","Gambel oak","10540_16_23_24",NA,NA,NA,NA,NA
"SYOR","Symphoricarpos orbiculatus","Coralberry","10540_16_23_24",NA,NA,NA,NA,NA
"ARPA6","Arctostaphylos patula","Greenleaf manzanita","10540_16_23_24",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10540_16_23_24",NA,NA,NA,NA,NA
"RONE","Robinia neomexicana","New Mexican locust","10540_16_23_24",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_17",NA,NA,NA,NA,NA
"ARTR2","Artemisia tridentata","Big sagebrush","10540_17",NA,NA,NA,NA,NA
"SYOR","Symphoricarpos orbiculatus","Coralberry","10540_17",NA,NA,NA,NA,NA
"ARPA6","Arctostaphylos patula","Greenleaf manzanita","10540_17",NA,NA,NA,NA,NA
"QUGA","Quercus gambelii","Gambel oak","10540_17",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","10540_17",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_20",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","10540_20",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_22",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","10540_22",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","10540_22",NA,NA,NA,NA,NA
"ANRO2","Antennaria rosea","Rosy pussytoes","10540_22",NA,NA,NA,NA,NA
"ARTRW8","Artemisia tridentata ssp. wyomingensis","Wyoming big sagebrush","10540_22",NA,NA,NA,NA,NA
"PRVI","Prunus virginiana","Chokecherry","10540_22",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","10540_22",NA,NA,NA,NA,NA
"SYAL","Symphoricarpos albus","Common snowberry","10540_22",NA,NA,NA,NA,NA
"PIPOS","Pinus ponderosa var. scopulorum","Ponderosa pine","10540_26",NA,NA,NA,NA,NA
"QUGA","Quercus gambelii","Gambel oak","10540_26",NA,NA,NA,NA,NA
"PIAR","Pinus aristata","Bristlecone pine","10540_26",NA,NA,NA,NA,NA
"PIST","Pinus strobus","Eastern white pine","10540_26",NA,NA,NA,NA,NA
"PICE","Pinus cembroides","Mexican pinyon","10540_26",NA,NA,NA,NA,NA
"CUAR","Cupressus arizonica","Arizona cypress","10540_26",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_28",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10540_28",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_29",NA,NA,NA,NA,NA
"PRVI","Prunus virginiana","Chokecherry","10540_29",NA,NA,NA,NA,NA
"ROWO","Rosa woodsii","Woods' rose","10540_29",NA,NA,NA,NA,NA
"ORAS","Oryzopsis asperifolia","Roughleaf ricegrass","10540_29",NA,NA,NA,NA,NA
"JUCO6","Juniperus communis","Common juniper","10540_29",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10540_29",NA,NA,NA,NA,NA
"TORY","Toxicodendron rydbergii","Western poison ivy","10540_29",NA,NA,NA,NA,NA
"ARUV","Arctostaphylos uva-ursi","Kinnikinnick","10540_29",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10540_33",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10540_33",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10541_27",NA,NA,NA,NA,NA
"NAVI4","Nassella viridula","Green needlegrass","10541_27",NA,NA,NA,NA,NA
"FEAR2","Festuca arizonica","Arizona fescue","10541_27",NA,NA,NA,NA,NA
"QUGA","Quercus gambelii","Gambel oak","10541_27",NA,NA,NA,NA,NA
"PIED","Pinus edulis","Twoneedle pinyon","10541_27",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","10541_27",NA,NA,NA,NA,NA
"MUMO","Muhlenbergia montana","Mountain muhly","10541_27",NA,NA,NA,NA,NA
"CEMO2","Cercocarpus montanus","Alderleaf mountain mahogany","10541_27",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","10542_27",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","10542_27",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10550_1_8_9",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_1_8_9",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_1_8_9",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_10_19",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_10_19",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10550_10_19",NA,NA,NA,NA,NA
"CAGE","Carex geophila","White mountain sedge","10550_10_19",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","10550_10_19",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_15_28",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_15_28",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10550_15_28",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10550_15_28",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_16_23_24",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_16_23_24",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","10550_16_23_24",NA,NA,NA,NA,NA
"ACMI2","Achillea millefolium","Common yarrow","10550_16_23_24",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_17",NA,NA,NA,NA,NA
"PIAL","Pinus albicaulis","Whitebark pine","10550_17",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10550_17",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_18",NA,NA,NA,NA,NA
"PIAL","Pinus albicaulis","Whitebark pine","10550_18",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10550_18",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10550_20",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10550_20",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_20",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_20",NA,NA,NA,NA,NA
"ARCO9","Arnica cordifolia","Heartleaf arnica","10550_20",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10550_20",NA,NA,NA,NA,NA
"CAGE2","Carex geyeri","Geyer's sedge","10550_20",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10550_21_22",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10550_21_22",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_21_22",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_21_22",NA,NA,NA,NA,NA
"ARCO9","Arnica cordifolia","Heartleaf arnica","10550_21_22",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10550_21_22",NA,NA,NA,NA,NA
"CAGE2","Carex geyeri","Geyer's sedge","10550_21_22",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_27",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_27",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10550_27",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10550_29",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10550_29",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10550_29",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","10550_29",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_1_7_8_9",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_1_7_8_9",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_1_7_8_9",NA,NA,NA,NA,NA
"VAME","Vaccinium membranaceum","Thinleaf huckleberry","10560_1_7_8_9",NA,NA,NA,NA,NA
"CLUN2","Clintonia uniflora","Bride’s bonnet","10560_1_7_8_9",NA,NA,NA,NA,NA
"LIBO3","Linnaea borealis","Twinflower","10560_1_7_8_9",NA,NA,NA,NA,NA
"LEGL","Ledum glandulosum","Western Labrador-tea","10560_1_7_8_9",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_10_19",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_10_19",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_10_19",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_15_28",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_15_28",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_15_28",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","10560_15_28",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_16_23",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_16_23",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_16_23",NA,NA,NA,NA,NA
"RIBES","Ribes","Currant","10560_16_23",NA,NA,NA,NA,NA
"PAMY","Paxistima myrsinites","Oregon boxleaf","10560_16_23",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10560_16_23",NA,NA,NA,NA,NA
"ARNIC","Arnica","Arnica","10560_16_23",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_18",NA,NA,NA,NA,NA
"PIAL","Pinus albicaulis","Whitebark pine","10560_18",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10560_18",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_20",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_20",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_20",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_21_22",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_21_22",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_21_22",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","10560_29",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","10560_29",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10560_29",NA,NA,NA,NA,NA
"PILO","Pinus longaeva","Great basin bristlecone pine","10570_12_16",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10570_12_16",NA,NA,NA,NA,NA
"PILO","Pinus longaeva","Great basin bristlecone pine","10570_18",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10570_18",NA,NA,NA,NA,NA
"PIAL","Pinus albicaulis","Whitebark pine","10570_18",NA,NA,NA,NA,NA
"PIAR","Pinus aristata","Bristlecone pine","10570_23",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10570_23",NA,NA,NA,NA,NA
"FEAR","Festuca arida","Desert fescue","10570_23",NA,NA,NA,NA,NA
"FETH","Festuca thurberi","Thurber's fescue","10570_23",NA,NA,NA,NA,NA
"PIAR","Pinus aristata","Bristlecone pine","10570_28",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10570_28",NA,NA,NA,NA,NA
"FEAR2","Festuca arizonica","Arizona fescue","10570_28",NA,NA,NA,NA,NA
"FETH","Festuca thurberi","Thurber’s fescue","10570_28",NA,NA,NA,NA,NA
"ARUV","Arctostaphylos uva-ursi","Kinnikinnick","10570_28",NA,NA,NA,NA,NA
"CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","10570_28",NA,NA,NA,NA,NA
"JUCO6","Juniperus communis","Common juniper","10570_28",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10570_28",NA,NA,NA,NA,NA
"PIAR","Pinus aristata","Bristlecone pine","10570_29",NA,NA,NA,NA,NA
"PIFL2","Pinus flexilis","Limber pine","10570_29",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","10570_29",NA,NA,NA,NA,NA
"ARUV","Arctostaphylos uva-ursi","Kinnikinnick","10570_29",NA,NA,NA,NA,NA
"CELE3","Cercocarpus ledifolius","Curl-leaf mountain mahogany","10570_29",NA,NA,NA,NA,NA
"JUCO6","Juniperus communis","Common juniper","10570_29",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","10570_29",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","10580_12",NA,NA,NA,NA,NA
